34,34
0.167824,0.082819,0.184414,0.074074,0.197917,0.067387,0.212963,0.060185,0.226852,0.054012,0.242284,0.047840,0.258488,0.042181,0.277778,0.035494,0.295910,0.029835,0.314815,0.024177,0.333719,0.019033,0.353395,0.014403,0.373843,0.010802,0.394676,0.008745,0.415895,0.006687,0.437500,0.005658,0.459491,0.005144,0.481481,0.005658,0.503472,0.006173,0.524691,0.007716,0.545525,0.010802,0.566744,0.014403,0.587191,0.018004,0.607253,0.022634,0.627315,0.028292,0.645448,0.033951,0.663194,0.039609,0.680170,0.045782,0.696759,0.052469,0.711420,0.058642,0.727623,0.066358,0.741898,0.074074,0.755787,0.080761,0.768904,0.086934,
0.162423,0.101337,0.177855,0.094650,0.191744,0.087963,0.205633,0.082305,0.221451,0.074588,0.236111,0.068416,0.253472,0.062243,0.272377,0.055556,0.290895,0.050412,0.310185,0.044239,0.329861,0.039095,0.349923,0.034465,0.371142,0.030350,0.392361,0.027778,0.413966,0.025206,0.436728,0.024177,0.459105,0.024177,0.481867,0.024691,0.503858,0.025206,0.525849,0.027778,0.547454,0.029321,0.569059,0.032922,0.589892,0.036523,0.610340,0.041152,0.630787,0.046296,0.649691,0.052469,0.667438,0.058128,0.685185,0.064815,0.700231,0.069959,0.717593,0.078189,0.732639,0.085905,0.747299,0.092593,0.761188,0.099280,0.774691,0.104938,
0.157407,0.119342,0.172840,0.112140,0.187114,0.105453,0.201775,0.098251,0.216821,0.092078,0.232253,0.085905,0.249228,0.079733,0.267747,0.074074,0.286265,0.068416,0.306327,0.062243,0.325617,0.057099,0.346065,0.052469,0.368441,0.048354,0.390046,0.045267,0.412423,0.042181,0.435571,0.042181,0.458719,0.041667,0.481867,0.041667,0.505015,0.042181,0.527778,0.043724,0.549769,0.046296,0.572145,0.050412,0.593364,0.054527,0.614198,0.059671,0.634259,0.064815,0.653164,0.071502,0.671296,0.075617,0.689429,0.081790,0.705633,0.087963,0.721451,0.095165,0.737269,0.103395,0.751157,0.109568,0.764275,0.116255,0.780478,0.125514,
0.151235,0.139918,0.167438,0.131687,0.181327,0.125514,0.195602,0.118827,0.211034,0.112140,0.228009,0.104938,0.244985,0.099280,0.263117,0.092593,0.282407,0.086934,0.302083,0.081276,0.322531,0.076132,0.343750,0.071502,0.365741,0.067387,0.388117,0.064300,0.411265,0.062243,0.434414,0.061214,0.458333,0.060700,0.481867,0.060700,0.505787,0.061728,0.528935,0.062757,0.552083,0.065329,0.574846,0.069444,0.597222,0.073560,0.618056,0.078189,0.638117,0.083848,0.657793,0.089506,0.676698,0.095679,0.695216,0.102366,0.711806,0.108539,0.728009,0.115741,0.742670,0.122428,0.756173,0.128086,0.770448,0.135802,0.785880,0.145062,
0.146219,0.159465,0.161651,0.152263,0.176312,0.145576,0.190972,0.138889,0.205633,0.132716,0.222608,0.125514,0.240355,0.119342,0.258873,0.113683,0.277778,0.108025,0.297840,0.102366,0.318673,0.097737,0.340278,0.093107,0.363040,0.088477,0.385802,0.084877,0.409722,0.083333,0.433642,0.081790,0.457948,0.081790,0.482253,0.081790,0.506944,0.082305,0.530478,0.083848,0.554012,0.086420,0.576775,0.089506,0.599537,0.094136,0.621142,0.098765,0.641590,0.104424,0.662037,0.110082,0.681327,0.116255,0.699074,0.122942,0.716435,0.129115,0.732253,0.135802,0.748071,0.143004,0.763117,0.150720,0.775849,0.156379,0.789738,0.162551,
0.140818,0.180556,0.156636,0.173354,0.170525,0.167695,0.185185,0.161008,0.200617,0.154321,0.218364,0.147119,0.235725,0.141461,0.253472,0.135802,0.272762,0.130144,0.294367,0.125000,0.315201,0.119342,0.336806,0.115226,0.359954,0.111111,0.383873,0.108025,0.408179,0.105453,0.432099,0.104424,0.457562,0.103909,0.482253,0.103909,0.507716,0.104424,0.532407,0.106481,0.556327,0.109568,0.580247,0.112654,0.602623,0.116770,0.624228,0.121914,0.645833,0.127058,0.666281,0.132716,0.685185,0.139403,0.704861,0.147119,0.721065,0.152263,0.736883,0.157922,0.753472,0.165123,0.767747,0.170782,0.781250,0.176955,0.795525,0.184156,
0.136188,0.202160,0.151620,0.195988,0.165895,0.190329,0.180556,0.183642,0.195602,0.176955,0.212191,0.170782,0.230324,0.165123,0.249228,0.158951,0.268904,0.153807,0.289738,0.148663,0.311343,0.144033,0.333719,0.139403,0.357639,0.135288,0.381559,0.132202,0.406250,0.129630,0.431327,0.128601,0.457176,0.127572,0.482639,0.127572,0.508488,0.128601,0.533565,0.130658,0.557870,0.134259,0.582176,0.136831,0.605710,0.141461,0.628472,0.146605,0.649306,0.151235,0.669367,0.155864,0.689429,0.162551,0.707948,0.168724,0.725309,0.175412,0.741898,0.182099,0.756944,0.187757,0.772377,0.193930,0.785880,0.199074,0.800540,0.207305,
0.130787,0.226852,0.146605,0.219650,0.160494,0.213992,0.175540,0.207819,0.191358,0.201646,0.207948,0.195988,0.225309,0.190844,0.244985,0.185185,0.264660,0.179527,0.285880,0.174383,0.307870,0.169239,0.330633,0.165123,0.354938,0.161523,0.378858,0.158951,0.404707,0.155864,0.430556,0.154835,0.456790,0.153807,0.483025,0.153807,0.509645,0.155350,0.534722,0.157407,0.559799,0.159979,0.584491,0.163580,0.608410,0.167695,0.630787,0.172840,0.653164,0.177469,0.673611,0.182613,0.693673,0.187757,0.712191,0.193416,0.730324,0.199588,0.746528,0.205761,0.762346,0.211934,0.776620,0.217078,0.790895,0.223765,0.805556,0.230453,
0.126929,0.250514,0.142361,0.243827,0.156250,0.238683,0.170910,0.233025,0.186343,0.227366,0.203318,0.221708,0.221451,0.216564,0.239969,0.211934,0.260417,0.206276,0.282022,0.201646,0.304398,0.197016,0.327546,0.192901,0.351852,0.189300,0.377315,0.186214,0.403164,0.184156,0.429398,0.182613,0.456404,0.182099,0.483025,0.182613,0.510031,0.183642,0.536265,0.185185,0.562500,0.188272,0.587191,0.190844,0.611111,0.195473,0.634259,0.200103,0.656636,0.205247,0.677083,0.209877,0.698302,0.215535,0.716435,0.220165,0.733796,0.226852,0.751929,0.233025,0.766590,0.238169,0.781250,0.244342,0.795910,0.250514,0.810185,0.256173,
0.122299,0.275206,0.138117,0.269033,0.151235,0.264403,0.166667,0.258745,0.182099,0.254115,0.199846,0.248971,0.217207,0.243827,0.236497,0.239198,0.256944,0.234568,0.278549,0.229938,0.300540,0.226337,0.324074,0.222222,0.349923,0.218621,0.374614,0.215535,0.401235,0.213477,0.428627,0.212449,0.456019,0.211934,0.483025,0.211934,0.510802,0.213477,0.537037,0.215535,0.563272,0.218107,0.589120,0.220679,0.613426,0.224794,0.637346,0.228909,0.659722,0.233539,0.681327,0.238683,0.701389,0.243313,0.719907,0.247942,0.738040,0.253601,0.755787,0.259774,0.770833,0.264918,0.784722,0.269033,0.798997,0.274691,0.812886,0.279321,
